NAME_a,NAME_b,F0,ZZ,XX,YY,DISC_DATE,R_LUM,R_LUM14
B1846-06,dls72 ,0.689028170522,5,hlk+04 ,-0.17,1.73,5.07,1972,385.39,20.75
J1849+2423,mca00 ,3.6279007508719,10,clm+05 ,0.78,3.19,6.25,2000,36.43,
J1850-0006,kel+09 ,0.45630888762,11,kel+09 ,0.01,3.05,3.77,2009,,25.36
J1850-0026,kel+09 ,6.00117895856,8,kel+09 ,0.01,3.60,2.84,2009,,79.69
J1850+0026,mhl+02 ,0.924347874193,20,mhl+02 ,0.02,2.22,5.11,2002,,24.60
J1850-0031,hfs+04 ,1.36205478318,18,hfs+04 ,-0.00,3.48,3.01,2004,,9.72
J1850+0124,csl+12 ,280.9175173300,4,csl+12 ,0.06,1.90,5.69,2012,,2.30
J1850+0242,skl+15 ,223.221059721,3,skl+15 ,0.30,7.10,-1.54,2015,,
J1850+0423,nab+13 ,3.43978058659,4,nab+13 ,0.32,4.92,1.91,2013,,13.48
B1848+13,stwd85 ,2.893670083930,3,hlk+04 ,0.24,1.52,6.97,1985,28.25,3.77
J1850+15,bb10 ,0.7225616,16,bb10 ,0.15,0.88,7.67,2010,,
J1851-0029,kel+09 ,1.92781699864,4,kel+09 ,-0.03,2.93,3.91,2009,,13.07
J1851-0053,hfs+04 ,0.70969034698,8,hfs+04 ,-0.01,0.51,7.69,2004,,0.74
J1851-0114,lfl+06 ,1.04911793370,4,lfl+06 ,-0.05,2.75,4.06,2006,,7.63
J1851+0118,hfs+04 ,1.10256396094,17,hfs+04 ,0.05,3.17,3.83,2004,,3.18
J1851+0233,lbh+15 ,2.90682203725,11,lsb+17 ,0.27,7.28,-1.83,2015,,12.78
J1851-0241,hfs+04 ,2.29782657944,20,hfs+04 ,-0.16,4.03,1.67,2004,,12.58
B1848+04,bbf84 ,3.51250044908,3,hlk+04 ,0.15,2.44,5.22,1984,,11.04
B1848+12,stwd85 ,0.82966670116,7,hlk+04 ,0.27,1.84,6.63,1985,55.76,5.23
J1852+0008,hfs+04 ,2.13723569512,9,hfs+04 ,-0.02,2.37,4.89,2004,,5.79
J1852+0013,hfs+04 ,1.04411277814,5,hfs+04 ,-0.02,3.06,3.84,2004,,9.34
B1849+00,cjlm87 ,0.45867453075,3,hlk+04 ,0.00,4.42,1.83,1987,,326.40
J1852+0033,zcl+14 ,0.0865148188,5,rvi+14 ,-0.00,0.00,8.50,2014,,
J1852+0040,ghs05 ,9.5317425528,4,hg10 ,0.01,5.54,0.18,2005,,
J1852-0118,hfs+04 ,2.21497260384,11,hfs+04 ,-0.06,2.49,4.49,2004,,7.80
J1852-0127,hfs+04 ,2.33111684577,11,hfs+04 ,-0.08,3.00,3.64,2004,,18.91
J1852+0305,mhl+02 ,0.7540633266,4,mhl+02 ,0.13,3.74,3.32,2002,,32.67
J1852-0635,hfs+04 ,1.9078475858,5,hfs+04 ,-0.26,2.06,4.50,2004,,193.23
J1852-2610,mld+96 ,2.973207255421,5,hlk+04 ,-0.51,0.40,6.13,1996,72.62,8.47
J1853-0004,hfs+04 ,9.85845757024,13,hfs+04 ,-0.04,2.92,4.03,2004,,19.96
J1853+0011,hfs+04 ,2.51330863757,7,hfs+04 ,-0.04,3.19,3.65,2004,,6.75
J1853+0056,mhl+02 ,3.6287419642,7,mhl+02 ,-0.00,2.15,5.32,2002,,3.10
J1853+03,lbh+15 ,1.707854,0,lbh+15 ,0.10,3.43,3.75,2015,,
J1853+0505,hfs+04 ,1.10480469655,3,yws+15 ,0.31,5.58,1.27,2004,,91.89
J1853+0545,kbm+03 ,7.91137154739,1,ywml10 ,0.24,4.06,3.37,2003,,115.48
J1853-0649,lbr+13 ,0.95407820746,5,lbr+13 ,-0.08,0.59,7.35,2013,,
J1853+0853,lfl+06 ,0.25545016232,3,lfl+06 ,0.80,8.28,-1.00,2006,,17.55
J1853+1303,fsk+04 ,244.3913777505423,8,abb+18 ,0.12,0.93,7.57,2004,,0.70
J1854+00,lbh+15 ,1.303220,0,lbh+15 ,-0.06,3.27,3.51,2015,,
J1854+0306,dcm+09 ,0.219403131079,5,kkl+11 ,0.07,2.64,4.87,2009,,
J1854+0317,eklk13 ,0.73182352685,11,eklk13 ,0.10,4.19,2.77,2013,,6.05
J1854+0319,lsb+17 ,1.59098655638,4,lsb+17 ,0.16,5.61,0.82,2017,,15.37
B1852+10,sstd86 ,1.74460092962,6,hlk+04 ,1.02,9.39,-1.61,1986,2103.96,197.01
B1851-14,mlt+78 ,0.872147648765,10,hlk+04 ,-0.87,2.40,2.08,1978,381.98,
J1854-1557,bbj+11 ,0.289586,9,bbj+11 ,-1.79,4.18,-3.62,2011,,
J1855+0205,nab+13 ,4.051588553357,15,nab+13 ,0.00,4.07,2.75,2013,,9.57
J1855+0306,lsb+17 ,0.61215800427,7,lsb+17 ,0.06,4.40,2.48,2017,,3.34
J1855+0307,hfs+04 ,1.18294537068,5,hfs+04 ,0.06,3.50,3.71,2004,,34.11
J1855+0422,mhl+02 ,0.59590979571,9,mhl+02 ,0.18,6.04,0.57,2002,,44.73
J1855+0527,kel+09 ,0.71762550150,5,kel+09 ,0.34,7.24,-0.69,2009,,32.85
J1855+0700,hfs+04 ,3.86571065372,9,hfs+04 ,0.42,6.59,0.53,2004,,10.71
J1855-0941,ebvb01 ,2.8951842554,4,ebvb01 ,-0.56,2.54,2.97,2001,,33.60
J1856+0102,hfs+04 ,1.61233860788,5,hfs+04 ,-0.07,3.70,3.10,2004,,16.30
B1853+01,wcd91 ,3.7391619008,9,hlk+04 ,-0.03,1.87,5.78,1991,37.03,2.07
J1856+0245,hng+08 ,12.359917476,7,nab+13 ,0.01,3.72,3.39,2008,,23.17
J1856+0404,mhl+02 ,2.3795237875,5,mhl+02 ,0.08,3.76,3.53,2002,,18.63
J1856-0526,lfl+06 ,2.69917613841,5,lfl+06 ,-0.25,1.92,4.99,2006,,6.43
J1856-3754,tm07 ,0.1417393685,5,vk08 ,-0.05,-0.00,8.35,2007,,
B1854+00,moh83 ,2.80167766010,3,hlk+04 ,-0.04,1.42,6.43,1983,31.50,5.80
J1857+0143,hfs+04 ,7.15511976520,17,hfs+04 ,-0.05,2.63,4.76,2004,,15.45
J1857+0210,mhl+02 ,1.58482860482,13,mhl+02 ,-0.05,4.22,2.60,2002,,15.77
B1855+02,cl86 ,2.40486905991,4,hlk+04 ,-0.05,4.66,2.00,1986,,102.40
J1857+0300,lsb+17 ,1.29420009879,7,lsb+17 ,0.01,3.94,3.13,2017,,2.22
J1857+0526,kbm+03 ,2.85754146359,4,kbm+03 ,0.25,7.63,-1.11,2003,,99.36
J1857+0809,hfs+04 ,1.98837251247,5,hfs+04 ,0.56,8.60,-1.45,2004,,24.28
B1855+09,srs+86 ,186.494081249931,3,abb+18 ,0.06,0.81,7.61,1986,44.64,7.20
J1857-1027,ebvb01 ,0.27120710407,3,ebvb01 ,-0.43,1.65,4.84,2001,,
J1858+02,lbh+15 ,5.059449,0,lbh+15 ,-0.06,3.54,3.53,2015,,
J1858+0215,mhl+02 ,1.3407916532,4,mhl+02 ,-0.06,4.21,2.65,2002,,11.44
J1858+0241,hfs+04 ,0.21307273988,5,hfs+04 ,-0.04,3.04,4.34,2004,,2.65
J1858+0319,lsb+17 ,1.15281233141,6,lsb+17 ,-0.01,2.86,4.67,2017,,1.37
J1858+0346,nab+13 ,3.89341696386,8,nab+13 ,0.02,3.31,4.12,2013,,5.73
J1858-0736,kek+13 ,1.814689066,7,kek+13 ,-0.90,4.58,-0.51,2013,,30.91
J1858-2216,rap+12 ,420.168067,0,rap+12 ,-0.18,0.21,7.62,2012,,
J1859+00,cnst96 ,1.786882,10,cnst96 ,-0.21,4.35,2.15,1996,,284.59
J1859+0601,hfs+04 ,0.95756759282,13,hfs+04 ,0.10,4.06,3.53,2004,,12.36
J1859+0603,lsb+17 ,1.96633214751,7,lsb+17 ,0.15,5.69,1.54,2017,,12.93
J1859+1526,nft95 ,1.07069638835,3,cn95 ,0.37,3.03,5.74,1995,25.46,
J1859+76,slr+14 ,0.71756,5,slr+14 ,2.58,5.04,10.17,2014,114.87,
J1900-0051,hfs+04 ,2.59609379619,4,hfs+04 ,-0.18,2.32,4.97,2004,,8.05
J1900+0227,mhl+02 ,2.67192804814,18,mhl+02 ,-0.07,2.66,4.86,2002,,6.71
J1900+0308,csl+12 ,203.6975581461,2,csl+12 ,-0.06,2.88,4.66,2012,,2.30
J1900+0438,lsb+17 ,3.20190160725,19,lsb+17 ,0.02,4.31,3.00,2017,,5.86
J1900+0634,hfs+04 ,2.56496346332,13,hfs+04 ,0.15,5.51,1.89,2004,,17.79
J1900-09,bbb+12 ,0.702247,0,bbb+12 ,-0.87,3.41,1.34,2012,,
B1857-26,vl70 ,1.6334285612669,17,hlk+04 ,-0.16,0.12,7.83,1970,64.19,7.35
J1900+30,cnst96 ,1.660503,9,cnst96 ,1.40,5.90,5.33,1996,,
B1851-79,mlt+78 ,0.7817427462,4,nmc81 ,-1.08,-1.51,7.03,1978,36.51,
J1901+00,cnst96 ,1.285906,5,cnst96 ,-0.27,4.20,2.39,1996,,19.27
J1901+0124,hfs+04 ,3.13659305047,10,hfs+04 ,-0.19,3.82,3.12,2004,,13.07
B1859+01,stwd85 ,3.469581974618,12,hlk+04 ,-0.08,1.89,5.88,1985,142.93,3.96
J1901+0234,lbh+15 ,1.12963680167,6,lsb+17 ,-0.14,4.46,2.44,2015,,7.94
J1901+0254,hfs+04 ,0.76941220286,12,hfs+04 ,-0.06,2.57,5.05,2004,,10.72
J1901+0300,skl+15 ,128.25813729784,5,skl+15 ,-0.09,3.17,4.27,2015,,3.16
J1901-0312,hfs+04 ,2.81115883203,11,hfs+04 ,-0.24,1.95,5.28,2004,,3.27
J1901-0315,lfl+06 ,1.24736012308,17,lfl+06 ,-0.54,4.36,1.28,2006,,6.43
J1901+0320,hfs+04 ,1.57088341645,18,hfs+04 ,-0.06,3.54,3.80,2004,,30.77
B1859+03,dlp70 ,1.52566882999,9,hlk+04 ,-0.08,4.23,2.93,1970,8085.00,205.80
J1901+0355,hfs+04 ,1.80259278332,9,hfs+04 ,-0.05,4.07,3.21,2004,,6.67
J1901+0413,mhl+02 ,0.37550509899,11,mhl+02 ,-0.02,3.27,4.28,2002,,34.22
J1901+0435,lfl+06 ,1.4480657907,5,lfl+06 ,-0.03,6.38,0.39,2006,,452.00
J1901+0459,lbh+15 ,1.14019389730,8,lsb+17 ,0.02,7.51,-0.95,2015,,17.48
J1901+0510,hfs+04 ,1.6266597983,3,hfs+04 ,0.00,3.70,3.88,2004,,23.13
J1901+0511,lsb+17 ,0.217373867646,19,lsb+17 ,0.01,3.65,3.95,2017,,1.70
J1901+0621,cfl+06 ,1.20192026148,6,lfl+06 ,0.04,1.88,6.24,2006,,4.06
B1859+07,cjlm87 ,1.55279825358,8,hlk+04 ,0.06,2.21,5.92,1987,45.08,10.40
J1901-0906,lml+98 ,0.5611899770197,13,hlk+04 ,-0.32,1.26,5.92,1998,91.87,29.23
J1901+1306,nft95 ,0.54619216715,6,cn95 ,0.16,1.79,6.76,1995,3.75,
J1901-1740,ebvb01 ,0.51102339030,5,ebvb01 ,-0.16,0.27,7.67,2001,,0.24
J1902+02,lbh+15 ,2.407782,0,lbh+15 ,-0.15,3.55,3.59,2015,,
J1902+0248,hfs+04 ,0.81714203597,11,hfs+04 ,-0.13,3.58,3.70,2004,,6.10
J1902-0340,hfs+04 ,0.65587872702,17,hfs+04 ,-0.30,2.08,5.04,2004,,3.61
B1900+05,ht74 ,1.339445927984,3,hlk+04 ,0.01,2.29,5.72,1974,194.40,15.55
B1900+06,lh81 ,1.48477368242,2,ywml10 ,0.04,4.48,3.12,1981,1078.00,78.40
J1902+0723,nft95 ,2.0499674301,9,cn95 ,0.06,2.17,5.98,1995,6.65,1.89
J1902-10,bbb+12 ,1.270971,0,bbb+12 ,-0.47,1.56,5.10,2012,,
J1902-5105,kcj+12 ,573.92104496683,5,ckr+15 ,-0.63,-0.38,7.02,2012,,3.27
J1902-70,rap+12 ,277.777778,0,rap+12 ,-0.41,-0.47,7.82,2012,,
B1900+01,dls73 ,1.37116686526,3,lwy+16 ,-0.11,1.93,5.82,1973,631.62,59.89
J1903-0258,lfl+06 ,3.31720316669,6,lfl+06 ,-0.28,2.12,5.07,2006,,2.29
J1903+0327,crl+08 ,465.135238339217,9,fbw+11 ,-0.11,3.71,3.64,2008,,48.53
J1903+0415,lbh+15 ,0.868515,0,lbh+15 ,-0.08,4.23,3.09,2015,,
J1903+0601,hfs+04 ,2.67296039604,3,hfs+04 ,0.01,3.76,3.96,2004,,9.02
B1900-06,dls72 ,2.3154200149,3,hlk+04 ,-1.23,5.91,-2.39,1972,3565.06,
J1903+0654,lsb+17 ,1.26385141176,12,lsb+17 ,0.04,3.85,3.99,2017,,3.87
J1903-0848,blr+13 ,1.12698324186,6,blr+13 ,-0.30,1.15,6.18,2013,,
J1903+0925,lfl+06 ,2.7999062123,7,lfl+06 ,0.17,4.24,3.91,2006,,7.81
J1903+2225,nft95 ,1.5356610027,4,cn95 ,0.74,4.64,5.17,1995,26.54,
J1903-7051,ckr+15 ,277.94006243351,8,ckr+15 ,-0.42,-0.48,7.82,2015,,0.52
J1904+0004,mld+96 ,7.16719146836,6,lwy+16 ,-0.31,3.59,3.26,1996,647.19,117.30
J1904-0150,lfl+06 ,2.63582983361,4,lfl+06 ,-0.35,2.87,4.06,2006,,2.53
J1904+0412,clm+01 ,14.06570705975,6,clm+01 ,-0.08,2.83,4.90,2001,,4.82
J1904+0451,skl+15 ,164.1397912192,1,skl+15 ,-0.06,2.76,5.07,2015,,2.27
J1904+0738,cfl+06 ,4.785643098539,5,nab+13 ,0.07,4.05,3.87,2006,,8.70
J1904+0800,kbm+03 ,3.79730407243,13,kbm+03 ,0.17,7.25,0.30,2003,,43.16
B1901+10,ht75b ,0.53862776663,3,lcx02 ,0.18,3.78,4.51,1975,133.10,17.54
J1904-1224,lml+98 ,1.331898217656,5,hlk+04 ,-1.07,2.84,1.90,1998,317.12,15.86
J1904-16,bbb+12 ,0.648929,0,bbb+12 ,-4.46,8.27,-14.67,2012,,
B1902-01,stwd85 ,1.554771668389,5,hlk+04 ,-0.47,4.23,2.16,1985,572.02,40.86
J1905+0154A,hrs+07 ,313.1908972,10,hrs+07 ,-0.56,8.53,-3.15,2007,,4.80
J1905+0400,hfs+04 ,264.242346143483,16,gsf+11 ,-0.02,0.65,7.67,2004,,0.06
J1905+0600,hfs+04 ,2.26649578998,9,hfs+04 ,-0.04,5.64,1.74,2004,,32.60
J1905+0616,lxf+05 ,1.010401044919,8,lxf+05 ,-0.01,3.19,4.71,2005,12.25,12.50
B1903+07,cl86 ,1.54311449326,15,hlk+04 ,0.01,3.26,4.74,1986,,47.12
J1905+0902,cfl+06 ,4.581840341554,19,nab+13 ,0.21,7.82,-0.01,2006,,12.96
J1906+0055,lbh+15 ,358.48044708111,3,sab+16 ,-0.23,2.60,4.86,2015,,2.01
J1906+0414,lfl+06 ,0.958440460657,8,lfl+06 ,-0.27,6.26,0.62,2006,,23.32
J1906+0509,lsb+17 ,2.51515580675,4,lsb+17 ,-0.06,1.96,6.11,2017,,0.67
B1904+06,cl86 ,3.741464667847,6,hlk+04 ,-0.04,4.56,3.19,1986,137.20,137.20
J1906+0649,hfs+04 ,0.77726386327,6,hfs+04 ,-0.01,3.24,4.73,2004,,7.41
J1906+0722,cpw+15 ,8.9666688432,1,cpw+15 ,0.00,0.00,8.50,2015,,
J1906+0725,lbh+15 ,0.650826,0,lbh+15 ,0.02,4.66,3.18,2015,,2.50
J1906+0746,lsf+06 ,6.940918295,2,vks+15 ,0.02,4.91,2.97,2006,49.28,30.12
J1906+0912,mhl+02 ,1.28974911667,7,mhl+02 ,0.11,5.02,3.08,2002,,17.48
J1906+1854,nft95 ,0.98126493300,8,cn95 ,0.62,5.24,4.33,1995,207.73,
J1907+0249,hfs+04 ,2.84188243708,16,hfs+04 ,-0.35,5.30,1.55,2004,,35.22
J1907+0255,lbh+15 ,1.61613383449,8,lsb+17 ,-0.31,4.84,2.16,2015,,8.92
J1907+0345,hfs+04 ,4.16400754519,7,hfs+04 ,-0.30,5.85,1.03,2004,,15.31
J1907+05,lbh+15 ,5.928385,0,lbh+15 ,-0.24,7.48,-0.69,2015,,
J1907+0534,mhl+02 ,0.8784237673,4,mhl+02 ,-0.20,7.56,-0.61,2002,,50.47
J1907+0602,aaa+09c ,9.3779822336,4,rkp+11 ,-0.04,1.53,6.69,2009,,0.02
J1907+0631,lsb+17 ,3.08977631356,19,lsb+17 ,-0.03,2.21,5.92,2017,,2.89
J1907+0731,hfs+04 ,2.74969778755,9,hfs+04 ,-0.02,3.31,4.76,2004,,8.72
J1907+0740,mhl+02 ,1.74004448180,5,mhl+02 ,-0.01,3.86,4.16,2002,,13.84
J1907+0859,lsb+17 ,0.654860719376,13,lsb+17 ,0.06,3.38,4.83,2017,,1.74
J1907+0918,lx00 ,4.422682683680,12,lx00 ,0.10,5.61,2.49,2000,27.03,13.51
J1907+0919,ksh+99 ,0.19236888,12,met+06 ,0.00,0.00,8.50,1999,,
J1907+1149,lfl+06 ,0.70414584243,8,lfl+06 ,0.24,5.36,3.19,2006,,8.89
B1904+12,ht75b ,1.20904749012,5,lcx02 ,0.44,7.57,1.21,1975,88.54,
J1907-1532,bbb+12 ,1.58168952978,11,bbb+12 ,-0.63,1.21,5.31,2012,,
B1905+39,dth78 ,0.8092202865133,18,hlk+04 ,0.60,2.25,7.72,1978,139.19,10.89
J1908+0457,zcwl96 ,1.1809263676,6,zcwl96 ,-0.29,7.14,-0.24,1996,,118.54
J1908+0500,nft95 ,3.4361806630,4,cn95 ,-0.14,3.70,3.98,1995,208.04,26.94
J1908+0734,nft95 ,4.70914721426,5,cn95 ,-0.00,0.44,8.00,1995,1.57,0.24
J1908+0833,lsb+17 ,1.95270271662,5,lsb+17 ,0.03,7.64,0.15,2017,,25.63
J1908+0839,mhl+02 ,5.3938234402,4,mhl+02 ,0.03,5.59,2.41,2002,,33.51
J1908+0909,mhl+02 ,2.97128562854,14,mhl+02 ,0.08,6.05,2.01,2002,,17.31
B1906+09,ht75b ,1.20442764264,9,gr78 ,0.03,3.80,4.45,1975,154.57,7.11
J1908+2351,lwf+04 ,2.648459209,8,lwf+04 ,0.67,4.45,5.51,2004,26.24,
B1907+00,dls73 ,0.98333409776,3,hlk+04 ,-0.30,2.50,4.94,1973,228.12,16.54
B1907+02,dls72 ,1.010273259436,5,hlk+04 ,-0.21,2.74,4.94,1972,425.25,12.76
J1909+0616,mhl+02 ,1.3227639890,3,mhl+02 ,-0.20,6.22,1.25,2002,,30.16
J1909+0641,dcm+09 ,1.348141403983,11,nab+13 ,-0.02,0.87,7.50,2009,,0.20
J1909+0749,nab+13 ,4.2165396656,17,nab+13 ,-0.05,5.54,2.33,2013,,15.53
J1909+0912,mhl+02 ,4.4853252272,3,mhl+02 ,0.03,5.21,2.95,2002,,23.16
B1907+10,dls73 ,3.52557928013,1,ywml10 ,0.08,3.38,5.10,1973,1152.00,73.73
J1909+1148,lbh+15 ,2.227442025412,15,lsb+17 ,0.18,5.08,3.50,2015,,4.58
J1909+1450,nft95 ,1.0039074133,5,cn95 ,0.22,3.28,5.56,1995,21.39,
J1909+1859,nft95 ,1.84348415434,14,cn95 ,0.20,1.92,6.99,1995,32.41,
J1909+21,cck+16 ,390.625000,0,cck+16 ,0.25,2.08,6.97,2016,,
J1909-3744,jbv+03 ,339.3156872882446,3,rhc+16 ,-0.38,-0.01,7.43,2003,,1.30
J1910-0112,lfl+06 ,0.7349682846,4,lfl+06 ,-0.67,4.53,1.79,2006,,4.62
J1910+0225,hfs+04 ,2.95985099519,9,hfs+04 ,-0.42,4.80,2.19,2004,,37.83
B1907-03,mlt+78 ,1.98174964023,5,hlk+04 ,-1.43,7.67,-3.65,1978,5629.87,114.68
B1907+03,mb75 ,0.429136143440,12,hlk+04 ,-0.12,1.78,6.27,1975,171.77,12.27
J1910+0517,lsf+17 ,3.24624790060,12,lsf+17 ,-0.35,7.04,0.06,2017,,60.50
J1910+0534,mhl+02 ,2.2081521031,4,mhl+02 ,-0.62,13.69,-7.79,2002,,185.84
J1910+0714,nft95 ,0.36867408202,5,cn95 ,-0.06,2.44,5.75,1995,73.13,4.88
J1910+0728,hfs+04 ,3.072996052959,19,hfs+04 ,-0.08,4.15,3.85,2004,,33.77
J1910+1027,lbh+15 ,1.881574,0,lbh+15 ,0.20,11.70,-3.47,2015,,16.81
B1907+12,ht75b ,0.693605570599,7,hlk+04 ,0.23,5.87,2.87,1975,331.30,18.55
J1910+1256,fsk+04 ,200.6588053032902,8,abb+18 ,0.04,0.96,7.59,2004,,0.87
J1910-5959A,dlm+01 ,306.167445835148,9,cbp+12 ,-1.98,-1.63,4.74,2001,,4.35
J1910-5959B,dpf+02 ,119.64873284502,3,cpl+06 ,-0.71,-0.59,7.15,2002,,0.13
J1910-5959C,dpf+02 ,189.48987107047,6,cpl+06 ,-0.71,-0.59,7.15,2002,,0.64
J1910-5959D,dpf+02 ,110.67719198432,5,cpl+06 ,-0.71,-0.59,7.15,2002,,0.13
J1910-5959E,dpf+02 ,218.73385758998,10,cpl+06 ,-0.71,-0.59,7.15,2002,,0.19
J1911+00,mll+06 ,0.1441,3,kkl+11 ,-0.30,2.36,5.22,2006,,
B1908+00A,dma+93 ,276.35575461663,16,fhn+05 ,-0.65,5.59,0.84,1993,,
J1911+0101B,fhn+05 ,185.7242772016,4,fhn+05 ,-0.65,5.59,0.84,2005,,
J1911+09,lbh+15 ,3.653502,0,lbh+15 ,-0.02,4.27,3.95,2015,,
J1911+10,lbh+15 ,5.238619,0,lbh+15 ,0.04,5.62,2.69,2015,,
J1911-1114,llb+96 ,275.8053380433,4,dcl+16 ,-0.18,0.45,7.54,1996,35.49,0.57
J1911+1347,fsk+04 ,216.1712305914656,6,abb+18 ,0.04,1.00,7.58,2004,,0.15
J1911+1758,nft95 ,2.1719968758,7,cn95 ,0.13,1.53,7.28,1995,7.30,
B1910+10,ht75b ,2.44290034442,4,lcx02 ,0.01,2.92,5.55,1975,27.56,3.79
B1910+20,dls73 ,0.4478342454993,15,hlk+04 ,0.29,2.72,6.53,1973,68.14,9.09
J1912+2525,nft95 ,1.60777844482,16,cn95 ,0.26,1.81,7.37,1995,7.40,
B1911-04,lvw69b ,1.210747852620,13,hlk+04 ,-0.50,2.08,5.07,1969,1925.95,110.99
J1913+0446,kbm+03 ,0.61876215365,7,kbm+03 ,-0.21,2.77,5.17,2003,,9.04
J1913+0617,lbh+15 ,198.807157,0,lbh+15 ,-0.19,3.78,4.15,2015,,
J1913+0657,lsb+17 ,0.79543034577,5,lsb+17 ,-0.15,3.37,4.71,2017,,1.29
J1913+0832,mhl+02 ,7.4399777798,6,mhl+02 ,-0.12,5.59,2.50,2002,,60.52
J1913+0904,lfl+06 ,6.1257324056,4,lfl+06 ,-0.04,2.06,6.32,2006,,3.60
B1911+09,ht75b ,0.805175928940,20,lcx02 ,-0.04,3.02,5.38,1975,15.07,2.64
J1913+1000,hfs+04 ,1.19453163035,6,hfs+04 ,-0.03,5.36,3.01,2004,,31.18
J1913+1011,mhl+02 ,27.84847205371,11,mhl+02 ,-0.01,3.23,5.21,2002,,19.13
J1913+1050,lsb+17 ,5.26129961343,9,lsb+17 ,0.01,3.86,4.65,2017,,1.78
J1913+1102,lfa+16 ,36.65016488379,2,lfa+16 ,0.02,5.06,3.48,2016,,1.02
J1913+1103,lbh+15 ,1.082357,0,lbh+15 ,0.07,8.65,-0.09,2015,,13.37
J1913+1145,mhl+02 ,3.2672409162,3,mhl+02 ,0.11,9.90,-1.09,2002,,81.65
J1913+1330,mll+06 ,1.08296537224,3,mlk+09 ,0.15,4.55,4.32,2006,,
B1911+13,ht74 ,1.917645876757,6,hlk+04 ,0.15,3.89,4.98,1974,143.33,33.07
J1913+3732,bck+13 ,1.174979126543,10,bck+13 ,1.59,6.93,5.85,2013,,21.89
J1914+0219,lfl+06 ,2.18566539717,5,lfl+06 ,-0.99,8.61,-2.66,2006,,319.45
J1914+0631,hfs+04 ,1.44131428222,10,hfs+04 ,-0.06,1.18,7.16,2004,,0.82
J1914+0659,lbh+15 ,54.01953250261,9,sab+16 ,-0.27,5.64,2.19,2015,,23.67
J1914+08,kbj+18 ,2.272479,11,kbj+18 ,-0.14,5.37,2.80,2018,,
B1911+11,ht75b ,1.6639004423,3,gr78 ,0.01,2.24,6.30,1975,10.85,5.42
J1915+0227,lfl+06 ,3.151529643192,15,lfl+06 ,-0.74,6.29,0.40,2006,,42.27
J1915+0738,nft95 ,0.64821230040,5,cn95 ,-0.04,0.94,7.47,1995,3.72,0.67
J1915+0752,rtj+96 ,0.485834572714,17,clm+05 ,-0.10,2.41,5.88,1996,21.55,2.66
J1915+0838,hfs+04 ,2.9173503286,3,hfs+04 ,-0.25,7.44,0.61,2004,,34.14
B1913+10,ht75b ,2.47189777002,2,ywml10 ,-0.08,4.92,3.53,1975,1127.00,98.00
J1915-11,kkl+15 ,0.45935,5,kkl+15 ,-0.99,2.30,3.62,2015,,
J1915+1144,lbh+15 ,5.758710,0,lbh+15 ,0.02,5.20,3.49,2015,,4.17
J1915+1149,lbh+15 ,9.996002,0,lbh+15 ,0.06,10.21,-1.32,2015,,
J1915+1410,lfl+06 ,3.36141095625,7,lfl+06 ,0.15,5.32,3.76,2006,,6.81
B1913+16,ht75a ,16.940537785677,3,wh16 ,0.19,4.02,5.13,1975,110.25,24.81
B1913+167,ht75b ,0.618723247886,3,hlk+04 ,0.09,1.70,7.10,1975,21.78,
J1916+0748,rtj+96 ,1.8458626640,6,clm+05 ,-0.42,7.99,-0.14,1996,158.20,388.55
J1916+0844,hfs+04 ,2.27275169413,4,hfs+04 ,-0.29,7.57,0.53,2004,,53.24
J1916+0852,hfs+04 ,0.45813851213,12,hfs+04 ,-0.24,6.50,1.70,2004,,11.51
B1914+09,ht74 ,3.700216735057,10,hlk+04 ,-0.03,1.33,7.15,1974,72.20,5.78
J1916+1023,hfs+04 ,0.6179175370,3,hfs+04 ,-0.11,5.48,3.02,2004,,21.62
B1913+105,wol91b ,1.58990165369,16,wol91b ,-0.09,5.77,2.75,1991,,14.61
J1916+1225,nab+13 ,4.39777933831,4,nab+13 ,0.03,4.73,4.06,2013,,3.96
B1914+13,ht74 ,3.5480820974,6,hlk+04 ,0.04,3.32,5.46,1974,243.00,24.30
J1917+0834,nic99 ,0.4695573383935,9,clm+05 ,-0.04,0.85,7.61,1999,0.67,0.47
B1915+13,smb71 ,5.13792812235,9,hlk+04 ,0.05,3.73,5.17,1971,1075.00,170.00
J1917+1737,nab+13 ,2.98752505056,4,nab+13 ,0.23,4.33,5.06,2013,,1.44
B1915+22,sstd86 ,2.34798414425,6,hlk+04 ,0.39,4.09,5.72,1986,73.80,8.86
J1918-0642,eb01b ,130.78951613875947,16,abb+18 ,-0.18,0.55,7.55,2001,7.28,0.72
J1918-1052,lbr+13 ,1.25204624679,3,lbr+13 ,-0.56,1.29,5.88,2013,,
J1918+1310,lbh+15 ,1.167215,0,lbh+15 ,0.02,4.66,4.26,2015,,
B1916+14,ht74 ,0.84672334770,6,hlk+04 ,0.02,0.98,7.65,1974,2.70,1.69
J1918+1541,nft95 ,2.6962681043,14,cn95 ,0.02,0.61,7.98,1995,0.51,
B1917+00,dls72 ,0.786002629557,13,hlk+04 ,-0.44,2.43,5.22,1972,268.96,13.45
J1919+0134,ebvb01 ,0.62344778829,3,ebvb01 ,-1.39,8.72,-2.83,2001,,433.04
J1919+1314,nab+13 ,1.750087931346,7,nab+13 ,-0.02,9.67,-0.24,2013,,38.03
